[T24.],Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
454,Malawi,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),81.64,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
454,Malawi,2010,Land area (thousand hectares),"9,428",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Arable land (thousand hectares),"3,700",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Permanent crops (thousand hectares),135,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Forest cover (thousand hectares),"3,237",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Arable land (% of total land area),39.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Permanent crops (% of total land area),1.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Forest cover (% of total land area),34.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),81.64,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
454,Malawi,2016,Land area (thousand hectares),"9,428",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Arable land (thousand hectares),"3,800",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Permanent crops (thousand hectares),140,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Forest cover (thousand hectares),"3,129",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Arable land (% of total land area),40.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Permanent crops (% of total land area),1.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Forest cover (% of total land area),33.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
454,Malawi,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),81.64,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
454,Malawi,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),81.64,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
458,Malaysia,2005,Land area (thousand hectares),"32,855",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Arable land (thousand hectares),949,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Permanent crops (thousand hectares),"5,900",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Forest cover (thousand hectares),"20,890",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Arable land (% of total land area),2.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Permanent crops (% of total land area),18.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Forest cover (% of total land area),63.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),39.08,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
458,Malaysia,2010,Land area (thousand hectares),"32,855",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Arable land (thousand hectares),854,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Permanent crops (thousand hectares),"6,250",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Forest cover (thousand hectares),"22,124",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Arable land (% of total land area),2.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Permanent crops (% of total land area),19.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Forest cover (% of total land area),67.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),39.50,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
458,Malaysia,2016,Land area (thousand hectares),"32,855",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Arable land (thousand hectares),882,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Permanent crops (thousand hectares),"7,460",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Forest cover (thousand hectares),"22,209",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Arable land (% of total land area),2.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Permanent crops (% of total land area),22.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Forest cover (% of total land area),67.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
458,Malaysia,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),39.50,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
458,Malaysia,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),39.50,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
462,Maldives,2005,Land area (thousand hectares),30,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Arable land (thousand hectares),3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Permanent crops (thousand hectares),5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Forest cover (thousand hectares),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Arable land (% of total land area),10.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Permanent crops (% of total land area),16.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Forest cover (% of total land area),3.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.00,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
462,Maldives,2010,Land area (thousand hectares),30,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Arable land (thousand hectares),4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Permanent crops (thousand hectares),3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Forest cover (thousand hectares),1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Arable land (% of total land area),13.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Permanent crops (% of total land area),10.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
462,Maldives,2010,Forest cover (% of total land area),3.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
