T10,Health Personnel,,,,,
36,Australia,2015,Health personnel: Nurses and midwives personnel (per 1000 population),12.5,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Physicians (number),"86,550",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Physicians (per 1000 population),3.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Dentists (number),"14,205",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Pharmacists (number),"20,960",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Pharmacists (per 1000 population),0.9,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Nurses and midwives (number),"305,462",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
36,Australia,2016,Health personnel: Nurses and midwives personnel (per 1000 population),12.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Physicians (number),"40,105",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Physicians (per 1000 population),4.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Dentists (number),"4,685",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Pharmacists (number),"5,579",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Nurses and midwives (number),"65,698",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2010,Health personnel: Nurses and midwives personnel (per 1000 population),7.8,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Physicians (number),"44,002",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Physicians (per 1000 population),5.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Dentists (number),"4,906",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Pharmacists (number),"6,104",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Nurses and midwives (number),"70,955",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2015,Health personnel: Nurses and midwives personnel (per 1000 population),8.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Physicians (number),"44,816",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Physicians (per 1000 population),5.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Dentists (number),"4,954",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Pharmacists (number),"6,194",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Pharmacists (per 1000 population),0.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Nurses and midwives (number),"71,246",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2016,Health personnel: Nurses and midwives personnel (per 1000 population),8.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2017,Health personnel: Dentists (number),"5,009",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
40,Austria,2017,Health personnel: Dentists (per 1000 population),0.6,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Physicians (number),"33,085",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Physicians (per 1000 population),3.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Dentists (number),"2,467",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Pharmacists (number),"1,831",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Nurses and midwives (number),"72,717",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2010,Health personnel: Nurses and midwives personnel (per 1000 population),8.1,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Physicians (number),"32,756",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Physicians (per 1000 population),3.4,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Dentists (number),"2,601",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Dentists (per 1000 population),0.3,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Pharmacists (number),"1,897",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Pharmacists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Nurses and midwives (number),"66,166",,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
31,Azerbaijan,2014,Health personnel: Nurses and midwives personnel (per 1000 population),7.0,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
44,Bahamas,2008,Health personnel: Physicians (number),947,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
44,Bahamas,2008,Health personnel: Physicians (per 1000 population),2.7,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
44,Bahamas,2008,Health personnel: Dentists (number),79,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
44,Bahamas,2008,Health personnel: Dentists (per 1000 population),0.2,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
44,Bahamas,2008,Health personnel: Pharmacists (number),138,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed March 2019."
