T06,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
202,Sub-Saharan Africa,2010,Ratio of girls to boys in secondary education,0.8194,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in secondary education,0.8628,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2016,Ratio of girls to boys in secondary education,0.8701,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2017,Ratio of girls to boys in secondary education,0.8755,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,1985,Ratio of girls to boys in tertiary education,0.4592,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,1995,Ratio of girls to boys in tertiary education,0.5883,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2005,Ratio of girls to boys in tertiary education,0.6660,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2010,Ratio of girls to boys in tertiary education,0.6724,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in tertiary education,0.7137,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2016,Ratio of girls to boys in tertiary education,0.7194,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
202,Sub-Saharan Africa,2017,Ratio of girls to boys in tertiary education,0.7210,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1985,Ratio of girls to boys in primary education,1.0125,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1995,Ratio of girls to boys in primary education,0.9893,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2005,Ratio of girls to boys in primary education,0.9895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2010,Ratio of girls to boys in primary education,0.9912,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2015,Ratio of girls to boys in primary education,1.0004,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2016,Ratio of girls to boys in primary education,0.9985,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2017,Ratio of girls to boys in primary education,1.0011,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1985,Ratio of girls to boys in secondary education,1.0239,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1995,Ratio of girls to boys in secondary education,1.0133,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2005,Ratio of girls to boys in secondary education,1.0145,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2010,Ratio of girls to boys in secondary education,1.0082,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2015,Ratio of girls to boys in secondary education,1.0102,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2016,Ratio of girls to boys in secondary education,0.9960,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2017,Ratio of girls to boys in secondary education,0.9959,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1985,Ratio of girls to boys in tertiary education,1.1279,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,1995,Ratio of girls to boys in tertiary education,1.2813,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2005,Ratio of girls to boys in tertiary education,1.4165,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2010,Ratio of girls to boys in tertiary education,1.3926,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2015,Ratio of girls to boys in tertiary education,1.3549,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2016,Ratio of girls to boys in tertiary education,1.3445,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
21,Northern America,2017,Ratio of girls to boys in tertiary education,1.3445,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,1985,Ratio of girls to boys in primary education,0.9794,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,1995,Ratio of girls to boys in primary education,0.9734,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in primary education,0.9702,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in primary education,0.9703,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in primary education,0.9810,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,2016,Ratio of girls to boys in primary education,0.9852,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
419,Latin America & the Caribbean,2017,Ratio of girls to boys in primary education,0.9808,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
